"date","corn_cents","corn_usd"
2022-06-02,730.25,7.3025
2022-06-03,727,7.27
2022-06-06,742.5,7.425
2022-06-07,757,7.57
2022-06-08,764.5,7.645
2022-06-09,773,7.73
2022-06-10,773.25,7.7325
2022-06-13,769.25,7.6925
2022-06-14,768.25,7.6825
2022-06-15,774,7.74
2022-06-16,788.25,7.8825
2022-06-17,784.5,7.845
2022-06-21,760.75,7.6075
2022-06-22,768,7.68
2022-06-23,746.75,7.4675
2022-06-24,750.25,7.5025
2022-06-27,744.25,7.4425
2022-06-28,759.5,7.595
2022-06-29,770.25,7.7025
2022-06-30,743.75,7.4375
2022-07-01,754.5,7.545
2022-07-05,736,7.36
2022-07-06,744.25,7.4425
2022-07-07,747,7.47
2022-07-08,778.25,7.7825
2022-07-11,781.25,7.8125
2022-07-12,732.75,7.3275
2022-07-13,740,7.4
2022-07-14,695,6.95
2022-07-15,604.25,6.0425
2022-07-18,612.25,6.1225
2022-07-19,596.75,5.9675
2022-07-20,592.25,5.9225
2022-07-21,575.75,5.7575
2022-07-22,564.25,5.6425
2022-07-25,580,5.8
2022-07-26,597,5.97
2022-07-27,600.25,6.0025
2022-07-28,615,6.15
2022-07-29,616.25,6.1625
2022-08-01,607,6.07
2022-08-02,591.25,5.9125
2022-08-03,591.5,5.915
2022-08-04,602.25,6.0225
2022-08-05,610.25,6.1025
2022-08-08,608.5,6.085
2022-08-09,615.5,6.155
2022-08-10,621.25,6.2125
2022-08-11,629.25,6.2925
2022-08-12,639.75,6.3975
2022-08-15,626.75,6.2675
2022-08-16,611,6.11
2022-08-17,615,6.15
2022-08-18,619.75,6.1975
2022-08-19,626,6.26
2022-08-22,633.5,6.335
2022-08-23,660,6.6
2022-08-24,665.75,6.6575
2022-08-25,657.5,6.575
2022-08-26,668.75,6.6875
2022-08-29,683.75,6.8375
2022-08-30,679.75,6.7975
2022-08-31,673.75,6.7375
2022-09-01,658.25,6.5825
2022-09-02,669,6.69
2022-09-06,680.75,6.8075
2022-09-07,676.75,6.7675
2022-09-08,674.5,6.745
2022-09-09,698.5,6.985
2022-09-12,712.25,7.1225
2022-09-13,709,7.09
2022-09-14,709,7.09
2022-09-15,677.5,6.775
2022-09-16,677.25,6.7725
2022-09-19,678.25,6.7825
2022-09-20,692,6.92
2022-09-21,685.5,6.855
2022-09-22,688.25,6.8825
2022-09-23,676.75,6.7675
2022-09-26,666.25,6.6625
2022-09-27,667.5,6.675
2022-09-28,670.5,6.705
2022-09-29,669.5,6.695
2022-09-30,677.5,6.775
2022-10-03,680.75,6.8075
2022-10-04,683,6.83
2022-10-05,684,6.84
2022-10-06,675.5,6.755
2022-10-07,683.25,6.8325
2022-10-10,698.25,6.9825
2022-10-11,693,6.93
2022-10-12,693,6.93
2022-10-13,697.75,6.9775
2022-10-14,689.75,6.8975
2022-10-17,683.5,6.835
2022-10-18,681,6.81
2022-10-19,678.25,6.7825
2022-10-20,684,6.84
2022-10-21,684.25,6.8425
2022-10-24,681.5,6.815
2022-10-25,686.25,6.8625
2022-10-26,685,6.85
2022-10-27,682.25,6.8225
2022-10-28,680.75,6.8075
2022-10-31,691.5,6.915
2022-11-01,697.75,6.9775
2022-11-02,687.5,6.875
2022-11-03,679.25,6.7925
2022-11-04,681,6.81
2022-11-07,675.75,6.7575
2022-11-08,667.5,6.675
2022-11-09,664.5,6.645
2022-11-10,653.25,6.5325
2022-11-11,658,6.58
2022-11-14,657.25,6.5725
2022-11-15,666.75,6.6675
2022-11-16,665.25,6.6525
2022-11-17,667.5,6.675
2022-11-18,667.75,6.6775
2022-11-21,659.5,6.595
2022-11-22,656.75,6.5675
2022-11-23,663.25,6.6325
2022-11-25,668,6.68
2022-11-28,668.75,6.6875
2022-11-29,665.75,6.6575
2022-11-30,662,6.62
2022-12-01,650,6.5
2022-12-02,635,6.35
2022-12-05,628.75,6.2875
2022-12-06,625.5,6.255
2022-12-07,627.75,6.2775
2022-12-08,632,6.32
2022-12-09,634.75,6.3475
2022-12-12,641.25,6.4125
2022-12-13,643.75,6.4375
2022-12-14,639,6.39
2022-12-15,653.5,6.535
2022-12-16,653,6.53
2022-12-19,647.25,6.4725
2022-12-20,652,6.52
2022-12-21,662.25,6.6225
2022-12-22,660.5,6.605
2022-12-23,666.25,6.6625
2022-12-27,674.75,6.7475
2022-12-28,682.75,6.8275
2022-12-29,679.5,6.795
2022-12-30,678.5,6.785
2023-01-03,670.5,6.705
2023-01-04,653.75,6.5375
2023-01-05,652.75,6.5275
2023-01-06,654,6.54
2023-01-09,652.75,6.5275
2023-01-10,655,6.55
2023-01-11,656,6.56
2023-01-12,671,6.71
2023-01-13,675,6.75
2023-01-17,685.25,6.8525
2023-01-18,681.25,6.8125
2023-01-19,677.25,6.7725
2023-01-20,676.25,6.7625
2023-01-23,666.25,6.6625
2023-01-24,677,6.77
2023-01-25,674.75,6.7475
2023-01-26,682.5,6.825
2023-01-27,683,6.83
2023-01-30,683.75,6.8375
2023-01-31,679.75,6.7975
2023-02-01,681,6.81
2023-02-02,675.25,6.7525
2023-02-03,677.5,6.775
2023-02-06,679,6.79
2023-02-07,674,6.74
2023-02-08,678.5,6.785
2023-02-09,670.75,6.7075
2023-02-10,680.5,6.805
2023-02-13,685,6.85
2023-02-14,682.25,6.8225
2023-02-15,676.25,6.7625
2023-02-16,676,6.76
2023-02-17,677.75,6.7775
2023-02-21,680.5,6.805
2023-02-22,674,6.74
2023-02-23,660.25,6.6025
2023-02-24,650,6.5
2023-02-27,642.75,6.4275
2023-02-28,629.5,6.295
2023-03-01,640.5,6.405
2023-03-02,637.75,6.3775
2023-03-03,645.25,6.4525
2023-03-06,644.5,6.445
2023-03-07,642,6.42
2023-03-08,634.5,6.345
2023-03-09,618.5,6.185
2023-03-10,624.25,6.2425
2023-03-13,624.5,6.245
2023-03-14,627.5,6.275
2023-03-15,626.5,6.265
2023-03-16,632.75,6.3275
2023-03-17,634.25,6.3425
2023-03-20,633,6.33
2023-03-21,630,6.3
2023-03-22,633.5,6.335
2023-03-23,631.75,6.3175
2023-03-24,643,6.43
2023-03-27,648.25,6.4825
2023-03-28,647.25,6.4725
2023-03-29,650.5,6.505
2023-03-30,649.5,6.495
2023-03-31,660.5,6.605
2023-04-03,657.75,6.5775
2023-04-04,653.75,6.5375
2023-04-05,652.75,6.5275
2023-04-06,643.5,6.435
2023-04-10,654,6.54
2023-04-11,651,6.51
2023-04-12,656,6.56
2023-04-13,652.25,6.5225
2023-04-14,666.25,6.6625
2023-04-17,676.5,6.765
2023-04-18,677.5,6.775
2023-04-19,672.25,6.7225
2023-04-20,663.75,6.6375
2023-04-21,663.25,6.6325
2023-04-24,651.25,6.5125
2023-04-25,646.5,6.465
2023-04-26,641.5,6.415
2023-04-27,627,6.27
2023-04-28,636,6.36
2023-05-01,639.5,6.395
2023-05-02,638,6.38
2023-05-03,645.25,6.4525
2023-05-04,646.5,6.465
2023-05-05,653.25,6.5325
2023-05-08,656.5,6.565
2023-05-09,642.25,6.4225
2023-05-10,645.5,6.455
2023-05-11,632.5,6.325
2023-05-12,633.25,6.3325
2023-05-15,592.5,5.925
2023-05-16,581.25,5.8125
2023-05-17,561.5,5.615
2023-05-18,555.25,5.5525
2023-05-19,554.5,5.545
2023-05-22,571,5.71
2023-05-23,577.5,5.775
2023-05-24,587.25,5.8725
2023-05-25,590.75,5.9075
2023-05-26,604,6.04
2023-05-30,594,5.94
2023-05-31,594,5.94
2023-06-01,592.5,5.925
2023-06-02,609,6.09
2023-06-05,597.5,5.975
2023-06-06,608,6.08
2023-06-07,604.25,6.0425
2023-06-08,610.25,6.1025
2023-06-09,604.25,6.0425
2023-06-12,617.25,6.1725
2023-06-13,612.5,6.125
2023-06-14,607.75,6.0775
2023-06-15,623.25,6.2325
2023-06-16,640.25,6.4025
2023-06-20,643.75,6.4375
2023-06-21,671,6.71
2023-06-22,660.5,6.605
2023-06-23,630.75,6.3075
2023-06-26,637.25,6.3725
2023-06-27,623,6.23
2023-06-28,590,5.9
2023-06-29,581,5.81
2023-06-30,554.5,5.545
2023-07-03,557.25,5.5725
2023-07-05,548.25,5.4825
2023-07-06,566.75,5.6675
2023-07-07,560.5,5.605
2023-07-10,570.75,5.7075
2023-07-11,571.75,5.7175
2023-07-12,549.75,5.4975
2023-07-13,593.5,5.935
2023-07-14,599.75,5.9975
2023-07-17,499.25,4.9925
2023-07-18,528.75,5.2875
2023-07-19,545.5,5.455
2023-07-20,537.25,5.3725
2023-07-21,527,5.27
2023-07-24,560.5,5.605
2023-07-25,557.5,5.575
2023-07-26,540.25,5.4025
2023-07-27,533.25,5.3325
2023-07-28,521,5.21
2023-07-31,504,5.04
2023-08-01,497,4.97
2023-08-02,488.25,4.8825
2023-08-03,480.75,4.8075
2023-08-04,484.25,4.8425
2023-08-07,482.25,4.8225
2023-08-08,485.75,4.8575
2023-08-09,481,4.81
2023-08-10,483.25,4.8325
2023-08-11,474.5,4.745
2023-08-14,475.75,4.7575
2023-08-15,464,4.64
2023-08-16,469.5,4.695
2023-08-17,473,4.73
2023-08-18,479.5,4.795
2023-08-21,469.25,4.6925
2023-08-22,466.5,4.665
2023-08-23,476.25,4.7625
2023-08-24,472.25,4.7225
2023-08-25,470.75,4.7075
2023-08-28,478.5,4.785
2023-08-29,469.5,4.695
2023-08-30,461.75,4.6175
2023-08-31,461,4.61
2023-09-01,464.75,4.6475
2023-09-05,471,4.71
2023-09-06,471.5,4.715
2023-09-07,470.75,4.7075
2023-09-08,468.5,4.685
2023-09-11,471.25,4.7125
2023-09-12,463.25,4.6325
2023-09-13,464,4.64
2023-09-14,462.5,4.625
2023-09-15,476.25,4.7625
2023-09-18,471.5,4.715
2023-09-19,476.25,4.7625
2023-09-20,482.25,4.8225
2023-09-21,475.25,4.7525
2023-09-22,477.25,4.7725
2023-09-25,481.25,4.8125
2023-09-26,479.75,4.7975
2023-09-27,483.25,4.8325
2023-09-28,488.5,4.885
2023-09-29,476.75,4.7675
2023-10-02,488.75,4.8875
2023-10-03,487.5,4.875
2023-10-04,486,4.86
2023-10-05,497.5,4.975
2023-10-06,492,4.92
2023-10-09,488.25,4.8825
2023-10-10,485.5,4.855
2023-10-11,488,4.88
2023-10-12,496,4.96
2023-10-13,493.25,4.9325
2023-10-16,490,4.9
2023-10-17,489,4.89
2023-10-18,492,4.92
2023-10-19,505,5.05
2023-10-20,495.5,4.955
2023-10-23,490.25,4.9025
2023-10-24,484,4.84
2023-10-25,480,4.8
2023-10-26,479.25,4.7925
2023-10-27,480.75,4.8075
2023-10-30,478.25,4.7825
2023-10-31,478.75,4.7875
2023-11-01,475,4.75
2023-11-02,470,4.7
2023-11-03,477.25,4.7725
2023-11-06,477.25,4.7725
2023-11-07,468.5,4.685
2023-11-08,476,4.76
2023-11-09,468,4.68
2023-11-10,464,4.64
2023-11-13,477.25,4.7725
2023-11-14,478.25,4.7825
2023-11-15,470.75,4.7075
2023-11-16,474.75,4.7475
2023-11-17,467,4.67
2023-11-20,469.5,4.695
2023-11-21,470,4.7
2023-11-22,468.75,4.6875
2023-11-24,463.25,4.6325
2023-11-27,455.5,4.555
2023-11-28,451.5,4.515
2023-11-29,449.75,4.4975
2023-11-30,461.75,4.6175
2023-12-01,464.5,4.645
2023-12-04,460.25,4.6025
2023-12-05,468.5,4.685
2023-12-06,464.75,4.6475
2023-12-07,468.25,4.6825
2023-12-08,465.75,4.6575
2023-12-11,460.5,4.605
2023-12-12,462.5,4.625
2023-12-13,456.75,4.5675
2023-12-14,456.75,4.5675
2023-12-15,483,4.83
2023-12-18,477,4.77
2023-12-19,472.75,4.7275
2023-12-20,469.75,4.6975
2023-12-21,472.5,4.725
2023-12-22,473,4.73
2023-12-26,480.25,4.8025
2023-12-27,476.5,4.765
2023-12-28,474.25,4.7425
2023-12-29,471.25,4.7125
2024-01-02,463.75,4.6375
2024-01-03,465.25,4.6525
2024-01-04,466.5,4.665
2024-01-05,460.75,4.6075
2024-01-08,455,4.55
2024-01-09,459.25,4.5925
2024-01-10,459.5,4.595
2024-01-11,457.75,4.5775
2024-01-12,447,4.47
2024-01-16,443.5,4.435
2024-01-17,442.25,4.4225
2024-01-18,444,4.44
2024-01-19,445.5,4.455
2024-01-22,445.75,4.4575
2024-01-23,446.5,4.465
2024-01-24,452.25,4.5225
2024-01-25,451.75,4.5175
2024-01-26,446.25,4.4625
2024-01-29,440.25,4.4025
2024-01-30,447.75,4.4775
2024-01-31,448.25,4.4825
2024-02-01,447.25,4.4725
2024-02-02,442.75,4.4275
2024-02-05,442.75,4.4275
2024-02-06,438.75,4.3875
2024-02-07,434.25,4.3425
2024-02-08,433.25,4.3325
2024-02-09,429,4.29
2024-02-12,430.5,4.305
2024-02-13,430.75,4.3075
2024-02-14,424.25,4.2425
2024-02-15,417.75,4.1775
2024-02-16,416.5,4.165
2024-02-20,418.75,4.1875
2024-02-21,411,4.11
2024-02-22,406,4.06
2024-02-23,399.75,3.9975
2024-02-26,407,4.07
2024-02-27,408.25,4.0825
2024-02-28,413.25,4.1325
2024-02-29,415.75,4.1575
2024-03-01,412.25,4.1225
2024-03-04,417.5,4.175
2024-03-05,413.5,4.135
2024-03-06,418,4.18
2024-03-07,426,4.26
2024-03-08,426.25,4.2625
2024-03-11,428.25,4.2825
2024-03-12,429,4.29
2024-03-13,426.5,4.265
2024-03-14,422.5,4.225
2024-03-15,436.75,4.3675
2024-03-18,436,4.36
2024-03-19,439.5,4.395
2024-03-20,439,4.39
2024-03-21,440.75,4.4075
2024-03-22,439.25,4.3925
2024-03-25,437.75,4.3775
2024-03-26,432.5,4.325
2024-03-27,426.75,4.2675
2024-03-28,442,4.42
2024-04-01,435.5,4.355
2024-04-02,426.5,4.265
2024-04-03,431.75,4.3175
2024-04-04,435.25,4.3525
2024-04-05,434.25,4.3425
2024-04-08,435.5,4.355
2024-04-09,431.25,4.3125
2024-04-10,434.25,4.3425
2024-04-11,428.75,4.2875
2024-04-12,435.5,4.355
2024-04-15,431.5,4.315
2024-04-16,431,4.31
2024-04-17,430.25,4.3025
2024-04-18,426.75,4.2675
2024-04-19,433.5,4.335
2024-04-22,439.75,4.3975
2024-04-23,443,4.43
2024-04-24,437.75,4.3775
2024-04-25,441,4.41
2024-04-26,440,4.4
2024-04-29,439.25,4.3925
2024-04-30,439.5,4.395
2024-05-01,443.25,4.4325
2024-05-02,452,4.52
2024-05-03,447,4.47
2024-05-06,457,4.57
2024-05-07,453.75,4.5375
2024-05-08,445.5,4.455
2024-05-09,442.75,4.4275
2024-05-10,455.75,4.5575
2024-05-13,458.5,4.585
2024-05-14,453.75,4.5375
2024-05-15,462.5,4.625
2024-05-16,457,4.57
2024-05-17,452.5,4.525
2024-05-20,460.5,4.605
2024-05-21,458,4.58
2024-05-22,461.25,4.6125
2024-05-23,464,4.64
2024-05-24,464.75,4.6475
2024-05-28,462.5,4.625
2024-05-29,455.25,4.5525
2024-05-30,448.75,4.4875
2024-05-31,446.25,4.4625
2024-06-03,443.5,4.435
2024-06-04,442.5,4.425
2024-06-05,439.25,4.3925
2024-06-06,452,4.52
2024-06-07,448.75,4.4875
2024-06-10,451.75,4.5175
2024-06-11,449.5,4.495
2024-06-12,454.25,4.5425
2024-06-13,458.5,4.585
2024-06-14,450,4.5
2024-06-17,443.75,4.4375
2024-06-18,450,4.5
2024-06-20,439.75,4.3975
2024-06-21,435,4.35
2024-06-24,433.5,4.335
2024-06-25,425.5,4.255
2024-06-26,420,4.2
2024-06-27,413.75,4.1375
2024-06-28,397.25,3.9725
2024-07-01,398.25,3.9825
2024-07-02,402,4.02
2024-07-03,403.5,4.035
2024-07-05,411.25,4.1125
2024-07-08,395.75,3.9575
2024-07-09,400.25,4.0025
2024-07-10,403.25,4.0325
2024-07-11,406.75,4.0675
2024-07-12,400,4
2024-07-15,390.5,3.905
2024-07-16,395.75,3.9575
2024-07-17,398,3.98
2024-07-18,391.25,3.9125
2024-07-19,390.5,3.905
2024-07-22,400.25,4.0025
2024-07-23,402.5,4.025
2024-07-24,403.75,4.0375
2024-07-25,406,4.06
2024-07-26,394.5,3.945
2024-07-29,396.25,3.9625
2024-07-30,388.75,3.8875
2024-07-31,382.75,3.8275
2024-08-01,382,3.82
2024-08-02,386.5,3.865
2024-08-05,390.75,3.9075
2024-08-06,388.75,3.8875
2024-08-07,383.25,3.8325
2024-08-08,379.25,3.7925
2024-08-09,376.75,3.7675
2024-08-12,383.25,3.8325
2024-08-13,377.75,3.7775
2024-08-14,381,3.81
2024-08-15,375,3.75
2024-08-16,370.5,3.705
2024-08-19,378,3.78
2024-08-20,375,3.75
2024-08-21,375.5,3.755
2024-08-22,371.5,3.715
2024-08-23,367.75,3.6775
2024-08-26,362,3.62
2024-08-27,367.25,3.6725
2024-08-28,365.25,3.6525
2024-08-29,371.75,3.7175
2024-08-30,378,3.78
2024-09-03,386.5,3.865
2024-09-04,390.5,3.905
2024-09-05,390,3.9
2024-09-06,383.75,3.8375
2024-09-09,384.25,3.8425
2024-09-10,379.5,3.795
2024-09-11,380.5,3.805
2024-09-12,386.25,3.8625
2024-09-13,390.75,3.9075
2024-09-16,410.75,4.1075
2024-09-17,412.5,4.125
2024-09-18,412.75,4.1275
2024-09-19,405.75,4.0575
2024-09-20,401.75,4.0175
2024-09-23,413.5,4.135
2024-09-24,411.75,4.1175
2024-09-25,415.25,4.1525
2024-09-26,413.25,4.1325
2024-09-27,418,4.18
2024-09-30,424.75,4.2475
2024-10-01,429,4.29
2024-10-02,432.5,4.325
2024-10-03,428.25,4.2825
2024-10-04,424.75,4.2475
2024-10-07,426,4.26
2024-10-08,420.75,4.2075
2024-10-09,421,4.21
2024-10-10,418.5,4.185
2024-10-11,415.75,4.1575
2024-10-14,408.25,4.0825
2024-10-15,401.25,4.0125
2024-10-16,404.75,4.0475
2024-10-17,406.75,4.0675
2024-10-18,404.75,4.0475
2024-10-21,409.5,4.095
2024-10-22,416.5,4.165
2024-10-23,419,4.19
2024-10-24,421.5,4.215
2024-10-25,415.25,4.1525
2024-10-28,410.75,4.1075
2024-10-29,413.75,4.1375
2024-10-30,411.5,4.115
2024-10-31,410.75,4.1075
2024-11-01,414.5,4.145
2024-11-04,416.5,4.165
2024-11-05,418.5,4.185
2024-11-06,426.25,4.2625
2024-11-07,427.5,4.275
2024-11-08,431,4.31
2024-11-11,430,4.3
2024-11-12,428.5,4.285
2024-11-13,426.5,4.265
2024-11-14,419,4.19
2024-11-15,424,4.24
2024-11-18,429.25,4.2925
2024-11-19,427.25,4.2725
2024-11-20,430.25,4.3025
2024-11-21,426.75,4.2675
2024-11-22,425.5,4.255
2024-11-25,424.75,4.2475
2024-11-26,420,4.2
2024-11-27,415.75,4.1575
2024-11-29,423,4.23
2024-12-02,424.5,4.245
2024-12-03,423.25,4.2325
2024-12-04,422,4.22
2024-12-05,426.5,4.265
2024-12-06,430.75,4.3075
2024-12-09,434,4.34
2024-12-10,440.5,4.405
2024-12-11,438,4.38
2024-12-12,431.75,4.3175
2024-12-13,430,4.3
2024-12-16,445,4.45
2024-12-17,443.5,4.435
2024-12-18,437.25,4.3725
2024-12-19,440.75,4.4075
2024-12-20,446.25,4.4625
2024-12-23,447.75,4.4775
2024-12-24,448.5,4.485
2024-12-26,453.75,4.5375
2024-12-27,454,4.54
2024-12-30,452.25,4.5225
2024-12-31,458.5,4.585
2025-01-02,459.5,4.595
2025-01-03,450.75,4.5075
2025-01-06,457.75,4.5775
2025-01-07,458,4.58
2025-01-08,454,4.54
2025-01-09,456,4.56
2025-01-10,470.5,4.705
2025-01-13,476.5,4.765
2025-01-14,474.5,4.745
2025-01-15,478.75,4.7875
2025-01-16,474.5,4.745
2025-01-17,484.25,4.8425
2025-01-21,490,4.9
2025-01-22,484.25,4.8425
2025-01-23,489.75,4.8975
2025-01-24,486.5,4.865
2025-01-27,482,4.82
2025-01-28,485.25,4.8525
2025-01-29,497,4.97
2025-01-30,490.25,4.9025
2025-01-31,482,4.82
2025-02-03,488.75,4.8875
2025-02-04,494.5,4.945
2025-02-05,493.25,4.9325
2025-02-06,495.25,4.9525
2025-02-07,487.5,4.875
2025-02-10,491.5,4.915
2025-02-11,484,4.84
2025-02-12,490.25,4.9025
2025-02-13,493.5,4.935
2025-02-14,496.25,4.9625
2025-02-18,502,5.02
2025-02-19,497.5,4.975
2025-02-20,498,4.98
2025-02-21,491.25,4.9125
2025-02-24,482.5,4.825
2025-02-25,479.75,4.7975
2025-02-26,478.25,4.7825
2025-02-27,464.75,4.6475
2025-02-28,453.5,4.535
2025-03-03,440.25,4.4025
2025-03-04,436,4.36
2025-03-05,440.25,4.4025
2025-03-06,449.5,4.495
2025-03-07,455.25,4.5525
2025-03-10,458.75,4.5875
2025-03-11,456.5,4.565
2025-03-12,448.75,4.4875
2025-03-13,453.5,4.535
2025-03-14,445.5,4.455
2025-03-17,461,4.61
2025-03-18,458.75,4.5875
2025-03-19,462,4.62
2025-03-20,469,4.69
2025-03-21,464.25,4.6425
2025-03-24,464.5,4.645
2025-03-25,457.75,4.5775
2025-03-26,451.25,4.5125
2025-03-27,450,4.5
2025-03-28,453.25,4.5325
2025-03-31,457.25,4.5725
2025-04-01,461.75,4.6175
2025-04-02,457.75,4.5775
2025-04-03,457.5,4.575
2025-04-04,460.25,4.6025
2025-04-07,464.5,4.645
2025-04-08,469,4.69
2025-04-09,474,4.74
2025-04-10,483,4.83
2025-04-11,490.25,4.9025
2025-04-14,485,4.85
2025-04-15,481.25,4.8125
2025-04-16,484.25,4.8425
2025-04-17,482.25,4.8225
2025-04-21,481.75,4.8175
2025-04-22,475.75,4.7575
2025-04-23,472,4.72
2025-04-24,477.25,4.7725
2025-04-25,478.75,4.7875
2025-04-28,475.5,4.755
2025-04-29,460.5,4.605
2025-04-30,467.25,4.6725
2025-05-01,464.25,4.6425
2025-05-02,461.25,4.6125
2025-05-05,446.5,4.465
2025-05-06,447.5,4.475
2025-05-07,441,4.41
2025-05-08,439,4.39
2025-05-09,441.5,4.415
2025-05-12,440.25,4.4025
2025-05-13,436,4.36
2025-05-14,438.5,4.385
2025-05-15,448.5,4.485
2025-05-16,443.5,4.435
2025-05-19,447.5,4.475
2025-05-20,454.5,4.545
2025-05-21,461,4.61
2025-05-22,463,4.63
2025-05-23,459.5,4.595
2025-05-27,459.5,4.595
2025-05-28,451,4.51
2025-05-29,447,4.47
2025-05-30,444,4.44
2025-06-02,438.25,4.3825
2025-06-03,438.5,4.385
2025-06-04,438.75,4.3875
2025-06-05,439.5,4.395
2025-06-06,442.5,4.425
2025-06-09,433.5,4.335
2025-06-10,438.75,4.3875
2025-06-11,437,4.37
2025-06-12,438.5,4.385
2025-06-13,444.5,4.445
2025-06-16,434.75,4.3475
2025-06-17,431.5,4.315
2025-06-18,433.5,4.335
2025-06-20,428.75,4.2875
2025-06-23,419.25,4.1925
2025-06-24,416.25,4.1625
2025-06-25,410.25,4.1025
2025-06-26,409.5,4.095
2025-06-27,417.5,4.175
2025-06-30,420.5,4.205
2025-07-01,420,4.2
2025-07-02,429.25,4.2925
2025-07-03,431.5,4.315
2025-07-07,418,4.18
2025-07-08,411,4.11
2025-07-09,412.5,4.125
2025-07-10,407.25,4.0725
2025-07-11,403,4.03
2025-07-14,412.75,4.1275
2025-07-15,401.25,4.0125
2025-07-16,405.25,4.0525
2025-07-17,402,4.02
2025-07-18,408.5,4.085
2025-07-21,403.75,4.0375
2025-07-22,399.25,3.9925
2025-07-23,398.5,3.985
2025-07-24,401.75,4.0175
2025-07-25,399.5,3.995
2025-07-28,393.75,3.9375
2025-07-29,389.25,3.8925
2025-07-30,391.75,3.9175
2025-07-31,394,3.94
2025-08-01,389.5,3.895
2025-08-04,387,3.87
2025-08-05,381.5,3.815
2025-08-06,379.75,3.7975
2025-08-07,384.5,3.845
2025-08-08,382.75,3.8275
2025-08-11,385,3.85
2025-08-12,371.5,3.715
2025-08-13,374,3.74
2025-08-14,375,3.75
2025-08-15,383.75,3.8375
2025-08-18,383,3.83
2025-08-19,379.5,3.795
2025-08-20,380,3.8
2025-08-21,387.25,3.8725
2025-08-22,388.25,3.8825
2025-08-25,389.25,3.8925
2025-08-26,387.5,3.875
2025-08-27,382.5,3.825
2025-08-28,385.5,3.855
2025-08-29,398,3.98
2025-09-02,403,4.03
2025-09-03,397.75,3.9775
2025-09-04,399.75,3.9975
2025-09-05,399,3.99
2025-09-08,403,4.03
2025-09-09,401.25,4.0125
2025-09-10,397.25,3.9725
2025-09-11,399,3.99
2025-09-12,399,3.99
2025-09-15,423.25,4.2325
2025-09-16,429.5,4.295
2025-09-17,426.75,4.2675
2025-09-18,423.75,4.2375
2025-09-19,424,4.24
2025-09-22,421.75,4.2175
2025-09-23,426.25,4.2625
2025-09-24,424.25,4.2425
2025-09-25,425.75,4.2575
2025-09-26,422,4.22
2025-09-29,421.5,4.215
2025-09-30,415.5,4.155
2025-10-01,416.5,4.165
2025-10-02,421.75,4.2175
2025-10-03,419,4.19
2025-10-06,421.75,4.2175
2025-10-07,419.75,4.1975
2025-10-08,422,4.22
2025-10-09,418.25,4.1825
2025-10-10,413,4.13
2025-10-13,410.75,4.1075
2025-10-14,413,4.13
2025-10-15,416.75,4.1675
2025-10-16,421.75,4.2175
2025-10-17,422.5,4.225
2025-10-20,423.25,4.2325
2025-10-21,419.75,4.1975
2025-10-22,423,4.23
2025-10-23,428,4.28
2025-10-24,423.25,4.2325
2025-10-27,428.75,4.2875
2025-10-28,432,4.32
2025-10-29,434,4.34
2025-10-30,430.25,4.3025
2025-10-31,431.5,4.315
2025-11-03,434.25,4.3425
2025-11-04,431.5,4.315
2025-11-05,435.25,4.3525
2025-11-06,428.75,4.2875
2025-11-07,427.25,4.2725
2025-11-10,429.75,4.2975
2025-11-11,432,4.32
2025-11-12,435.25,4.3525
2025-11-13,441.5,4.415
2025-11-14,430.25,4.3025
2025-11-17,434.75,4.3475
2025-11-18,436.75,4.3675
2025-11-19,429.75,4.2975
2025-11-20,426.5,4.265
2025-11-21,425.5,4.255
2025-11-24,423.75,4.2375
2025-11-25,423.5,4.235
2025-11-26,431.75,4.3175
2025-11-28,435.5,4.355
2025-12-01,432.75,4.3275
2025-12-02,438,4.38
2025-12-03,431.5,4.315
2025-12-04,437.75,4.3775
2025-12-05,436.75,4.3675
2025-12-08,436.25,4.3625
2025-12-09,440.75,4.4075
2025-12-10,434.75,4.3475
2025-12-11,435.25,4.3525
2025-12-12,431.5,4.315
2025-12-15,439.75,4.3975
2025-12-16,436.5,4.365
2025-12-17,440.5,4.405
2025-12-18,444.5,4.445
2025-12-19,443.75,4.4375
2025-12-22,447,4.47
2025-12-23,447.5,4.475
2025-12-24,451,4.51
2025-12-26,450,4.5
2025-12-29,442.25,4.4225
2025-12-30,440.5,4.405
2025-12-31,440.25,4.4025
2026-01-02,437.5,4.375
2026-01-05,444.5,4.445
2026-01-06,444,4.44
2026-01-07,446.75,4.4675
2026-01-08,446,4.46
2026-01-09,445.75,4.4575
2026-01-12,421.5,4.215
2026-01-13,419.75,4.1975
2026-01-14,422,4.22
2026-01-15,420.25,4.2025
2026-01-16,424.75,4.2475
2026-01-20,423.75,4.2375
2026-01-21,421.75,4.2175
2026-01-22,424,4.24
2026-01-23,430.5,4.305
2026-01-26,428.25,4.2825
2026-01-27,426.5,4.265
2026-01-28,430,4.3
2026-01-29,430.75,4.3075
2026-01-30,428.25,4.2825
2026-02-02,425.75,4.2575
2026-02-03,428.5,4.285
2026-02-04,429.5,4.295
2026-02-05,435,4.35
2026-02-06,430.25,4.3025
2026-02-09,428.75,4.2875
2026-02-10,428.75,4.2875
2026-02-11,427.5,4.275
2026-02-12,431.25,4.3125
2026-02-13,431.75,4.3175
2026-02-17,426.25,4.2625
2026-02-18,427,4.27
